workout,start,end,exercise,weight,extraWeight,assistingWeight,distanceFT,reps,warmup,max,fail,checked,setComment,workoutComment,form,sleep,calories,stress
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Squat (Goblet),30,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Squat (Goblet),30,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Kettlebell Swing,30,,,,12,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Kettlebell Swing,30,,,,12,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Press,208,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Press,298,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Press,318,,,,12,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Press,318,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Press,318,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Raise (Capt Chair),,0,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Raise (Capt Chair),,0,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Hip Adduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Hip Adduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Hip Adduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Hip Abduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Hip Abduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Hip Abduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Curl (Seated),70,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Curl (Seated),70,,,,12,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Curl (Seated),75,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Curl (Seated),25,,,,5,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Curl (Seated),20,,,,5,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Curl (Seated),20,,,,5,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Extension,65,,,,12,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Extension,70,,,,12,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Extension,75,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Extension,25,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Extension,20,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Extension,20,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Extension,25,,,,5,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Extension,20,,,,5,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Leg Extension,20,,,,5,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Calf Raise,70,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Calf Raise,90,,,,10,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77263E+12,1.77263E+12,Calf Raise,70,,,,8,FALSE,FALSE,FALSE,1.77263E+12,,,3,0,4,7
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Pull-up (Assisted),,,55,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Pull-up (Assisted),,,40,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Pull-up (Assisted),,,40,,9,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Pull-up (Assisted),,,40,,5,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Hammer Curl (Dumbbell),22.5,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Hammer Curl (Dumbbell),22.5,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Hammer Curl (Dumbbell),22.5,,,,12,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Shrug,45,,,,12,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Shrug,45,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Shrug,45,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Leg Raise (Capt Chair),,0,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Leg Raise (Capt Chair),,0,,,12,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Row (Seated Cable),85,,,,12,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Row (Seated Cable),100,,,,9,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Row (Seated Cable),85,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Rear Delt Fly (Machine),75,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Rear Delt Fly (Machine),75,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Bicep Curl (Machine),70,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Bicep Curl (Machine),70,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Bicep Curl (Machine),70,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Crunch (Machine),130,,,,12,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Crunch (Machine),130,,,,12,FALSE,FALSE,FALSE,1.77255E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Lat Pull-over,42.5,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Lat Pull-over,42.5,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77254E+12,1.77255E+12,Lat Pull-over,42.5,,,,10,FALSE,FALSE,FALSE,1.77254E+12,,,,,,
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Bench Press (Incline),100,,,,10,FALSE,FALSE,FALSE,1.77245E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Bench Press (Incline),120,,,,10,FALSE,FALSE,FALSE,1.77245E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Bench Press (Incline),120,,,,9,FALSE,FALSE,FALSE,1.77245E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Bench Press (Incline),120,,,,6,FALSE,FALSE,FALSE,1.77245E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Tricep Press (Machine),130,,,,10,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Tricep Press (Machine),130,,,,10,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Tricep Press (Machine),130,,,,10,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Shoulder Press (Machine),50,,,,10,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Shoulder Press (Machine),50,,,,10,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Shoulder Press (Machine),50,,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Face Pull,30,,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Face Pull,30,,,,10,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Face Pull,30,,,,10,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Tricep Pushdown,35,,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Tricep Pushdown,42.5,,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Tricep Pushdown,42.5,,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Leg Raise (Capt Chair),,0,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Leg Raise (Capt Chair),,0,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Crunch (Machine),130,,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Crunch (Machine),130,,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Chest Press (Machine),70,,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Chest Press (Machine),70,,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Chest Press (Machine),75,,,,10,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Pec Deck,85,,,,10,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Pec Deck,90,,,,12,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Pec Deck,100,,,,5,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Pec Deck,85,,,,4,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1.77245E+12,1.77246E+12,Pec Deck,70,,,,3,FALSE,FALSE,FALSE,1.77246E+12,,,7,7,7,8
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Squat (Goblet),30,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Squat (Goblet),30,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Kettlebell Swing,30,,,,12,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Kettlebell Swing,30,,,,12,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Press,208,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Press,298,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Press,318,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Press,318,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Press,318,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Raise (Capt Chair),,0,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Raise (Capt Chair),,0,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Hip Adduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Hip Adduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Hip Adduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Hip Abduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Hip Abduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Hip Abduction (Machine),160,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Curl (Seated),70,,,,10,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Curl (Seated),70,,,,12,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Curl (Seated),75,,,,10,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Curl (Seated),25,,,,10,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Curl (Seated),25,,,,10,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Curl (Seated),20,,,,10,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Extension,65,,,,12,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Extension,70,,,,12,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Extension,70,,,,10,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Extension,25,,,,10,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Extension,20,,,,10,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Extension,20,,,,10,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Extension,25,,,,5,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Extension,20,,,,5,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Leg Extension,20,,,,5,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Calf Raise,70,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Calf Raise,70,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Calf Raise,70,,,,12,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Crunch (Machine),130,,,,12,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Crunch (Machine),130,,,,12,FALSE,FALSE,FALSE,1.77203E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Lateral Raise (Cable),10,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Lateral Raise (Cable),10,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Lateral Raise (Cable),10,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Lat Pull-over,35,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Lat Pull-over,35,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1.77202E+12,1.77203E+12,Lat Pull-over,35,,,,10,FALSE,FALSE,FALSE,1.77202E+12,,,7,3,4,6
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Pull-up (Assisted),,,70,,10,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Pull-up (Assisted),,,55,,10,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Pull-up (Assisted),,,40,,10,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Pull-up (Assisted),,,40,,7,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Hammer Curl (Dumbbell),22.5,,,,10,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Hammer Curl (Dumbbell),22.5,,,,10,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Hammer Curl (Dumbbell),22.5,,,,12,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Shrug,45,,,,12,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Shrug,45,,,,10,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Shrug,45,,,,10,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Leg Raise (Capt Chair),,0,,,12,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Leg Raise (Capt Chair),,0,,,12,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Row (Seated Cable),85,,,,12,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Row (Seated Cable),85,,,,12,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Row (Seated Cable),85,,,,10,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Rear Delt Fly (Machine),75,,,,10,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1.77194E+12,1.77194E+12,Rear Delt Fly (Machine),80,,,,10,FALSE,FALSE,FALSE,1.77194E+12,,,,,,
