workout,start,end,exercise,weight,bodyweight,extraWeight,assistingWeight,distanceFT,reps,warmup,max,fail,checked,setComment,workoutComment,form,sleep,calories,stress
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Goblet Squat,30,,,,,10,false,false,false,1772626853686,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Goblet Squat,30,,,,,10,false,false,false,1772626853936,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Kettlebell Swing,30,,,,,12,false,false,false,1772626854823,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Kettlebell Swing,30,,,,,12,false,false,false,1772626855136,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Press,208,,,,,10,false,false,false,1772626964785,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Press,298,,,,,10,false,false,false,1772627167170,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Press,318,,,,,12,false,false,false,1772627355040,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Press,318,,,,,10,false,false,false,1772627525893,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Press,318,,,,,10,false,false,false,1772627930165,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Captain’s Chair Leg Raises,,140,0,,,10,false,false,false,1772627931184,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Captain’s Chair Leg Raises,,140,0,,,10,false,false,false,1772628277432,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Hip Adduction Machine,160,,,,,10,false,false,false,1772628449361,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Hip Adduction Machine,160,,,,,10,false,false,false,1772628278280,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Hip Adduction Machine,160,,,,,10,false,false,false,1772628606239,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Hip Abduction Machine,160,,,,,10,false,false,false,1772628450656,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Hip Abduction Machine,160,,,,,10,false,false,false,1772628607460,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Hip Abduction Machine,160,,,,,10,false,false,false,1772628855598,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Seated Leg Curl,70,,,,,10,false,false,false,1772629931559,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Seated Leg Curl,70,,,,,12,false,false,false,1772630191480,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Seated Leg Curl,75,,,,,10,false,false,false,1772630651630,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Seated Leg Curl,25,,,,,5,false,false,false,1772629983046,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Seated Leg Curl,20,,,,,5,false,false,false,1772630245062,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Seated Leg Curl,20,,,,,5,false,false,false,1772630652406,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Extension,65,,,,,12,false,false,false,1772630654761,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Extension,70,,,,,12,false,false,false,1772630905250,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Extension,75,,,,,10,false,false,false,1772631272990,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Extension,25,,,,,10,false,false,false,1772630729937,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Extension,20,,,,,10,false,false,false,1772630906513,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Extension,20,,,,,10,false,false,false,1772630919784,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Extension,25,,,,,5,false,false,false,1772630732741,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Extension,20,,,,,5,false,false,false,1772630907326,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Leg Extension,20,,,,,5,false,false,false,1772630920494,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Standing Calf Raise,70,,,,,10,false,false,false,1772629348113,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Standing Calf Raise,90,,,,,10,false,false,false,1772629536881,,,3,0,4,7
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772626851499,1772631282087,Standing Calf Raise,70,,,,,8,false,false,false,1772629641419,,,3,0,4,7
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Assisted Pull-Up,,140,,55,,10,false,false,false,1772540288572,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Assisted Pull-Up,,140,,40,,10,false,false,false,1772540519186,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Assisted Pull-Up,,140,,40,,9,false,false,false,1772540711682,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Assisted Pull-Up,,140,,40,,5,false,false,false,1772540952005,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Hammer Curl,22.5,,,,,10,false,false,false,1772541103864,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Hammer Curl,22.5,,,,,10,false,false,false,1772541436722,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Hammer Curl,22.5,,,,,12,false,false,false,1772541780202,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Dumbbell Shrug,45,,,,,12,false,false,false,1772541167210,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Dumbbell Shrug,45,,,,,10,false,false,false,1772541438567,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Dumbbell Shrug,45,,,,,10,false,false,false,1772541781053,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Captain’s Chair Leg Raises,,140,0,,,10,false,false,false,1772541878140,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Captain’s Chair Leg Raises,,140,0,,,12,false,false,false,1772542181323,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Cable Close Grip Seated Row,85,,,,,12,false,false,false,1772542294183,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Cable Close Grip Seated Row,100,,,,,9,false,false,false,1772542474324,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Cable Close Grip Seated Row,85,,,,,10,false,false,false,1772542717880,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Reverse Machine Fly,75,,,,,10,false,false,false,1772542846994,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Reverse Machine Fly,75,,,,,10,false,false,false,1772543230755,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Machine Bicep Curl,70,,,,,10,false,false,false,1772543236592,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Machine Bicep Curl,70,,,,,10,false,false,false,1772543405893,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Machine Bicep Curl,70,,,,,10,false,false,false,1772544095128,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Machine Crunch,130,,,,,12,false,false,false,1772544729035,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Machine Crunch,130,,,,,12,false,false,false,1772545004923,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Straight Arm Lat Pulldown,42.5,,,,,10,false,false,false,1772543831322,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Straight Arm Lat Pulldown,42.5,,,,,10,false,false,false,1772543999813,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1772540284031,1772545009956,Straight Arm Lat Pulldown,42.5,,,,,10,false,false,false,1772544262055,,,,,,
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Incline Machine Chest Press,100,,,,,10,false,false,false,1772454032383,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Incline Machine Chest Press,120,,,,,10,false,false,false,1772454238584,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Incline Machine Chest Press,120,,,,,9,false,false,false,1772454453420,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Incline Machine Chest Press,120,,,,,6,false,false,false,1772454790506,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Tricep Press,130,,,,,10,false,false,false,1772457366184,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Tricep Press,130,,,,,10,false,false,false,1772457533913,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Tricep Press,130,,,,,10,false,false,false,1772457817801,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Shoulder Press,50,,,,,10,false,false,false,1772455275390,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Shoulder Press,50,,,,,10,false,false,false,1772455460192,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Shoulder Press,50,,,,,12,false,false,false,1772455819960,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Face Pull,30,,,,,12,false,false,false,1772456379872,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Face Pull,30,,,,,10,false,false,false,1772456587585,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Face Pull,30,,,,,10,false,false,false,1772456814970,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Tricep Pushdown With Rope,35,,,,,12,false,false,false,1772455825186,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Tricep Pushdown With Rope,42.5,,,,,12,false,false,false,1772456047578,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Tricep Pushdown With Rope,42.5,,,,,12,false,false,false,1772456235875,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Captain’s Chair Leg Raises,,140,0,,,12,false,false,false,1772458075707,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Captain’s Chair Leg Raises,,140,0,,,12,false,false,false,1772458404418,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Crunch,130,,,,,12,false,false,false,1772458966162,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Crunch,130,,,,,12,false,false,false,1772459318598,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Chest Press,70,,,,,12,false,false,false,1772458406686,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Chest Press,70,,,,,12,false,false,false,1772458589497,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Machine Chest Press,75,,,,,10,false,false,false,1772458860287,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Pec Deck,85,,,,,10,false,false,false,1772459320509,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Pec Deck,90,,,,,12,false,false,false,1772459509862,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Pec Deck,100,,,,,5,false,false,false,1772459809568,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Pec Deck,85,,,,,4,false,false,false,1772459815087,,,7,7,7,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1772453920411,1772459822526,Pec Deck,70,,,,,3,false,false,false,1772459815403,,,7,7,7,8
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Goblet Squat,30,,,,,10,false,false,false,1772021367330,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Goblet Squat,30,,,,,10,false,false,false,1772021367795,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Kettlebell Swing,30,,,,,12,false,false,false,1772021368490,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Kettlebell Swing,30,,,,,12,false,false,false,1772021368819,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Press,208,,,,,10,false,false,false,1772021501737,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Press,298,,,,,10,false,false,false,1772021682401,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Press,318,,,,,10,false,false,false,1772021858225,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Press,318,,,,,10,false,false,false,1772022086000,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Press,318,,,,,10,false,false,false,1772022509446,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Captain’s Chair Leg Raises,,140,0,,,10,false,false,false,1772023509393,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Captain’s Chair Leg Raises,,140,0,,,10,false,false,false,1772023657418,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Hip Adduction Machine,160,,,,,10,false,false,false,1772022529826,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Hip Adduction Machine,160,,,,,10,false,false,false,1772022707450,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Hip Adduction Machine,160,,,,,10,false,false,false,1772022902959,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Hip Abduction Machine,160,,,,,10,false,false,false,1772023175463,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Hip Abduction Machine,160,,,,,10,false,false,false,1772023505454,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Hip Abduction Machine,160,,,,,10,false,false,false,1772023506441,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Seated Leg Curl,70,,,,,10,false,false,false,1772025073727,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Seated Leg Curl,70,,,,,12,false,false,false,1772025453668,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Seated Leg Curl,75,,,,,10,false,false,false,1772025692441,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Seated Leg Curl,25,,,,,10,false,false,false,1772025158149,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Seated Leg Curl,25,,,,,10,false,false,false,1772025454562,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Seated Leg Curl,20,,,,,10,false,false,false,1772025693535,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Extension,65,,,,,12,false,false,false,1772025893409,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Extension,70,,,,,12,false,false,false,1772026311712,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Extension,70,,,,,10,false,false,false,1772026688839,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Extension,25,,,,,10,false,false,false,1772026001640,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Extension,20,,,,,10,false,false,false,1772026312765,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Extension,20,,,,,10,false,false,false,1772026689866,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Extension,25,,,,,5,false,false,false,1772026002799,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Extension,20,,,,,5,false,false,false,1772026313801,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Leg Extension,20,,,,,5,false,false,false,1772026690725,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Standing Calf Raise,70,,,,,10,false,false,false,1772024505502,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Standing Calf Raise,70,,,,,10,false,false,false,1772024685330,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Standing Calf Raise,70,,,,,12,false,false,false,1772025179078,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Machine Crunch,130,,,,,12,false,false,false,1772026775462,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Machine Crunch,130,,,,,12,false,false,false,1772027060977,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Cable Lateral Raise,10,,,,,10,false,false,false,1772023891498,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Cable Lateral Raise,10,,,,,10,false,false,false,1772024122112,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Cable Lateral Raise,10,,,,,10,false,false,false,1772024373322,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Straight Arm Lat Pulldown,35,,,,,10,false,false,false,1772024157759,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Straight Arm Lat Pulldown,35,,,,,10,false,false,false,1772024159220,,,7,3,4,6
"Wednesday Morning: Shoulders, Posterior thighs, Glutes etc.",1772021365284,1772027062134,Straight Arm Lat Pulldown,35,,,,,10,false,false,false,1772024371635,,,7,3,4,6
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Assisted Pull-Up,,140,,70,,10,false,false,false,1771935647008,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Assisted Pull-Up,,140,,55,,10,false,false,false,1771935724527,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Assisted Pull-Up,,140,,40,,10,false,false,false,1771935924395,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Assisted Pull-Up,,140,,40,,7,false,false,false,1771936119879,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Hammer Curl,22.5,,,,,10,false,false,false,1771936308464,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Hammer Curl,22.5,,,,,10,false,false,false,1771936641987,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Hammer Curl,22.5,,,,,12,false,false,false,1771937055459,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Dumbbell Shrug,45,,,,,12,false,false,false,1771936383194,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Dumbbell Shrug,45,,,,,10,false,false,false,1771936823290,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Dumbbell Shrug,45,,,,,10,false,false,false,1771937738375,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Captain’s Chair Leg Raises,,140,0,,,12,false,false,false,1771938345888,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Captain’s Chair Leg Raises,,140,0,,,12,false,false,false,1771938544555,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Cable Close Grip Seated Row,85,,,,,12,false,false,false,1771937743111,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Cable Close Grip Seated Row,85,,,,,12,false,false,false,1771937946067,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Cable Close Grip Seated Row,85,,,,,10,false,false,false,1771938120737,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Reverse Machine Fly,75,,,,,10,false,false,false,1771938748647,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Reverse Machine Fly,80,,,,,10,false,false,false,1771938911170,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Reverse Machine Fly,75,,,,,10,false,false,false,1771939316070,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Machine Bicep Curl,65,,,,,10,false,false,false,1771939235407,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Machine Bicep Curl,65,,,,,10,false,false,false,1771939446190,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Machine Bicep Curl,65,,,,,10,false,false,false,1771939778479,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Smith Machine Bent Over Row,85,,,,,10,false,false,false,1771940079790,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Smith Machine Bent Over Row,90,,,,,10,false,false,false,1771940277644,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Smith Machine Bent Over Row,80,,,,,10,false,false,false,1771940548881,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Machine Crunch,130,,,,,15,false,false,false,1771940721283,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Machine Crunch,130,,,,,12,false,false,false,1771940901400,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Machine Crunch,130,,,,,12,false,false,false,1771941088806,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Machine Back Extension,160,,,,,12,false,false,false,1771941383082,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Machine Back Extension,175,,,,,12,false,false,false,1771941888160,,,,,,
"Tuesday Morning: Back, Biceps, Abs etc.",1771935532335,1771941891150,Machine Back Extension,175,,,,,12,false,false,false,1771941888702,,,,,,
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Incline Machine Chest Press,80,,,,,12,false,false,false,1771848457728,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Incline Machine Chest Press,100,,,,,10,false,false,false,1771848628961,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Incline Machine Chest Press,120,,,,,10,false,false,false,1771848830122,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Incline Machine Chest Press,120,,,,,8,false,false,false,1771849246270,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Machine Tricep Press,125,,,,,10,false,false,false,1771849249911,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Machine Tricep Press,125,,,,,10,false,false,false,1771849421044,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Machine Tricep Press,125,,,,,10,false,false,false,1771849740968,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Machine Shoulder Press,50,,,,,10,false,false,false,1771849742570,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Machine Shoulder Press,50,,,,,9,false,false,false,1771849919461,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Face Pull,25,,,,,12,false,false,false,1771850183053,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Face Pull,30,,,,,10,false,false,false,1771850391824,,"Tired, pushed hard",7,4,8,8
"Monday Morning: Triceps, Chest, Shoulders etc.",1771848212169,1771854780000,Face Pull,30,,,,,10,false,false,false,1771850599935,,"Tired, pushed hard",7,4,8,8
